article,series,series-id,episode,language,category,origin,shop-id,web,data-sets,id-sets,id-sets-confidence,auth-sets
01-0191,Für Hund und Katz ist auch noch Platz,,Für Hund und Katz ist auch noch Platz/Wo ist Mami?,de-de,audio-play-songs,stock,,,1,1,1,0
01-0192,Der Räuber Hotzenplotz,,Und die Mondrakete,de-de,audio-play,stock,,,1,1,1,0
01-0193,Pettersson und Findus,pettersson-und-findus,Findus zieht um,de-de,audio-play,stock,754f84fa-d607-4059-be7f-f03a25ca73bf,https://tonies.com/de-de/tonies/pettersson-und-findus/findus-zieht-um/,2,6,5,0
01-0194,Lieblings-Kinderlieder,,Weihnachtslieder 2,de-de,Musik,stock,,,1,1,1,0
01-0196,Fünf Freunde,,Fünf Freunde und die verlassene Jagdhütte,de-de,audio-play,stock,,,1,1,1,0
01-0197,Die Biene Maja,die-biene-maja,Majas Geburt,de-de,audio-play,stock,7bc61652-547c-4952-831c-6b98f509da6c,https://tonies.com/de-de/tonies/die-biene-maja/majas-geburt/,1,1,1,0
01-0198,Der kleine Hui Buh,der-kleine-hui-buh,Der blubbernde Brotteig/Alarm in der Geheimzentrale,de-de,audio-play,stock,b2fef832-3016-4cc0-8258-3f66e3f20eac,https://tonies.com/de-de/tonies/der-kleine-hui-buh/der-blubbernde-brotteig/,1,1,1,0
01-0199,Gorilla Club,,1-2-3-4!,de-de,music,stock,,,1,1,1,0
01-0200,Feuerwehrmann Sam,feuerwehrmann-sam,In Pontypandy ist was los,de-de,audio-play,stock,532274c0-b87a-4a2f-9dd2-6c17c679741e,https://tonies.com/de-de/tonies/feuerwehrmann-sam/in-pontypandy-ist-was-los/,1,3,1,0
05-0001,Die Playmos,die-playmos,Der Schatz der Teufelsinsel,de-de,audio-play,stock,f06fe243-7428-4c09-9ae7-a3eb61c8513a,https://tonies.com/de-de/tonies/die-playmos/der-schatz-der-teufelsinsel/,1,1,1,0
05-0002,Die Playmos,die-playmos,Das Turnier auf der Königsritterburg,de-de,audio-play,stock,5b52d2c7-0a25-4167-bf93-7eb57470fd6d,https://tonies.com/de-de/tonies/die-playmos/das-turnier-auf-der-koenigsritterburg/,1,1,1,0
05-0003,Die Playmos,die-playmos,Der Ball im Prinzessinnen-Schloss,de-de,audio-play,stock,029df098-bb7f-4683-b10f-4cdbefe3885b,https://tonies.com/de-de/tonies/die-playmos/der-ball-im-prinzessinnen-schloss/,1,1,1,0
05-0004,Die Playmos,die-playmos,Licht aus dem Drachenland,de-de,audio-play,stock,63df6c0a-5f79-4f32-baa4-2ef9922868ff,https://tonies.com/de-de/tonies/die-playmos/licht-aus-dem-drachenland/,1,1,1,0
05-0005,Die Playmos,die-playmos,Großbrand in der Feuerwache,de-de,audio-play,stock,496b1803-66cb-45cc-842b-b04c5e33af59,https://tonies.com/de-de/tonies/die-playmos/grossbrand-in-der-feuerwache/,1,1,1,0
09-0101,DEMO TONIE,,DEMO TONIE,de-de,DEMO TONIE,stock,,,1,1,1,0
10-0001,Minimusiker,,Weihnachtslieder,de-de,Musik,stock,,,1,2,1,0
10000001,Julia Donaldson,julia-donaldson,The Gruffalo,en-gb,audio-play,stock,f16007bb-7600-4676-8221-6e2270d5c797,https://tonies.com/en-gb/tonies/julia-donaldson/the-gruffalo/,1,1,0,0
10000002,Julia Donaldson,julia-donaldson,The Gruffalo's Child,en-gb,audio-book,stock,7d54abc7-2d64-4a3a-85fd-a33d862577c5,https://tonies.com/en-gb/tonies/julia-donaldson/the-gruffalos-child/,1,0,0,0
10000003,Julia Donaldson,julia-donaldson,Room on the Broom,en-gb,audio-book,stock,342f8b26-0a11-4dae-a3c3-6a312c91567a,https://tonies.com/en-gb/tonies/julia-donaldson/room-on-the-broom/,1,1,1,0
10000004,The Snowman,the-snowman,The Snowman/The Snowman and the Snowdog,en-gb,audio-book,stock,2eb100d0-4a9a-41fb-bad6-04334d84b8f6,https://tonies.com/en-gb/tonies/the-snowman/the-snowman-and-the-snowdog/,1,1,1,0
10000005,Julia Donaldson,julia-donaldson,Highway Rat,en-gb,audio-book-songs,stock,64132198-c82f-4f56-a30b-1620589b45a6,https://tonies.com/en-gb/tonies/julia-donaldson/highway-rat/,1,0,0,0
10000006,Julia Donaldson,julia-donaldson,Zog,en-gb,audio-book-songs,stock,07984db1-13a3-4f6a-84b6-27b6ba1b0f74,https://tonies.com/en-gb/tonies/julia-donaldson/zog/,1,1,1,0
10000007,Julia Donaldson,julia-donaldson,Stick Man,en-gb,audio-book-songs,stock,b73dfc00-f6d7-4924-a859-b0677e33ff5c,https://tonies.com/en-gb/tonies/julia-donaldson/stick-man/,1,1,0,0
10000008,HOW AND WHY,,The Age of Dinosaurs / Prehistoric Animals,en-gb,audio-play-educational,stock,,,1,0,0,0
10000009,HOW AND WHY,,Fabulous Horses / The Mongol Steppe Riders,en-gb,audio-play-educational,stock,,,1,1,1,0
10000010,Favourite Children’s Songs,,Bedtime Songs and Lullabies,en-gb,music,stock,,,1,1,1,0
10000011,Favourite Children’s Songs,,Playtime and Action Songs,en-gb,music,stock,,,1,1,1,0
10000012,Favourite Children’s Songs,,Christmas Songs and Carols,en-gb,music,stock,,,1,1,1,0
10000013,Favourite Classics,,Pinocchio and other classic stories,en-gb,audio-book,stock,f2baffc6-5a49-49af-a648-4def77c05194,https://tonies.com/de-de/tonies/pinocchio-and-other-classic-stories-DE/,1,1,1,0
10000014,Favourite Tales,,Little Red Riding Hood and other fairy tales,en-gb,audio-book,stock,,,1,1,1,0
10000015,The Little Prince,the-little-prince,The Little Prince,en-gb,audio-book,stock,67738c23-c4ce-4a3c-8de4-69b957fee4ba,https://tonies.com/en-gb/tonies/the-little-prince/the-little-prince/,1,1,1,0
10000016,The Jungle Book,disney-the-jungle-book,The Jungle Book,en-gb,audio-play-songs,stock,d1e7a79d-bf34-486a-8038-187bcbdd500e,https://tonies.com/en-gb/tonies/disney-the-jungle-book/the-jungle-book/,1,1,0,0
10000017,Cars,disney-cars,Cars,en-gb,audio-play-songs,stock,d64ecced-3227-4768-bdc6-7638967241af,https://tonies.com/en-gb/tonies/disney-cars/cars/,1,0,0,0
10000018,The Little Mermaid,disney-the-little-mermaid,The Little Mermaid,en-gb,audio-play-songs,stock,0cf4f3f5-0479-4834-a8e7-83a2041bc065,https://tonies.com/en-gb/tonies/disney-the-little-mermaid/the-little-mermaid/,1,1,0,0
10000020,The Lion King,disney-the-lion-king,The Lion King,en-gb,audio-play-songs,stock,a28f7907-a83b-499e-8e34-189f271609f4,https://tonies.com/en-gb/tonies/disney-the-lion-king/the-lion-king/,1,1,0,0
10000021,Hully Boo Spook'n Spell,,How Hully Boo got his rattling chain / Halloween at Palace Primary,en-gb,audio-play,stock,,,1,2,2,0
10000022,Hully Boo Spook'n Spell,,Treasure hunt in the Museum / The Magic Championships,en-gb,audio-play,stock,,,1,1,0,0
10000023,The Fox Pack,,Mystery in the Garden/Tracks of a Giant,en-gb,audio-play,stock,,,1,1,1,0
10000024,The Gnats,,Here come the Gnats!,en-gb,Audiobook,stock,,,1,1,1,0
10000025,TKKG Junior,,Beware of the Beast,en-gb,audio-play,stock,,,1,1,1,0
10000026,TKKG Junior,,Scary Sleepover,en-gb,audio-play,stock,,,1,1,1,0
10000027,Die drei ??? Kids Englisch,,Soccer Mania (Englische Version),de-de,audio-play,stock,,,1,1,1,0
10000028,The Three Question Marks,,The Realm of Riddles,en-gb,Audiobook,stock,,,1,1,1,0
10000029,The Three ???,,Night among Wolves,en-gb,audio-book,stock,,,1,1,1,0
10000030,The Ballalloes,,Duel by Flood Light,en-gb,audio-play,stock,,,1,1,1,0
10000111,Favourite Tales,,Rapunzel and other fairy tales,en-gb,audio-book,stock,,,1,1,1,0
10000112,Favourite Children’s Songs,,Birthday Songs,en-gb,music,stock,,,1,1,1,0
10000119,Disney,disney,Aladdin,de-de,audio-play-songs,stock,6dd72d92-b865-4bed-b49a-4537138876a5,https://tonies.com/de-de/tonies/disney/aladdin/,1,1,1,0
10000120,Disney,disney,Aladdin,en-gb,audio-play-songs,stock,3fb45ef9-0171-4a9a-bfba-570427165486,https://tonies.com/en-gb/tonies/disney/aladdin/,1,0,0,0
10000121,Disney,disney,Dumbo,de-de,audio-play-songs,stock,d56f879a-80ee-49f1-8069-205bd1319989,https://tonies.com/de-de/tonies/disney/dumbo/,1,1,1,0
10000124,St. Pauli Rabauken,,Entscheidung am Millerntor,de-de,audio-book,stock,,,1,1,0,0
10000125,Tilda Apfelkern,tilda-apfelkern,Das geheime Kuchenrezept,de-de,audio-play,stock,67494c28-fad3-4028-a224-d5c275d4258c,https://tonies.com/de-de/tonies/tilda-apfelkern/das-geheime-kuchenrezept/,1,1,1,0
10000126,Der glückliche Löwe,,Der glückliche Löwe,de-de,audio-book,stock,,,1,1,1,0
10000129,Super Wings,super-wings,Schwimmende Schweinchen,de-de,audio-play,stock,86f155b6-9f52-4a29-8da0-5d387c4de209,https://tonies.com/de-de/tonies/super-wings/schwimmende-schweinchen/,1,1,1,0
10000130,Lieblings-Kinderlieder,,Zähllieder,de-de,music,stock,,,1,2,1,0
10000131,Fünf Freunde,funf-freunde,Fünf Freunde auf der Suche nach Timmy,de-de,audio-play,stock,fc1ef49a-334b-44c2-ab90-52d520a24c1c,https://tonies.com/de-de/tonies/fuenf-freunde/fuenf-freunde-auf-der-suche-nach-timmy/,1,1,1,0
10000132,Fünf Freunde,,Fünf Freunde und das versunkene Schiff,de-de,audio-play,stock,,,1,1,1,0
10000133,Fünf Freunde,,Fünf Freunde und der Großalarm in Kirrin,de-de,audio-play,stock,,,1,1,1,0
10000134,Fünf Freunde,,Fünf Freunde und die doppelte Erfindung,de-de,audio-play,stock,,,1,1,1,0
10000135,Lieblings-Märchen,,Der gestiefelte Kater und vier weitere Märchen,de-de,audio-play,stock,,,1,1,0,0
10000137,Lieblings-Märchen,,Sterntaler und 4 weitere Märchen,de-de,audio-play,stock,,,1,1,1,0
10000140,Die Biene Maja,die-biene-maja,Der Schmetterlingsball,de-de,audio-play,stock,99b60c1f-ddab-41c9-b0ce-f95a82d13a61,https://tonies.com/de-de/tonies/die-biene-maja/der-schmetterlingsball/,1,1,1,0
10000141,Die Eiskönigin – Völlig unverfroren,disney-frozen,Die Eiskönigin,de-de,audio-play-songs,stock,e50acc34-15ea-41b6-bf85-adc54bb0c075,https://tonies.com/de-de/tonies/disney-die-eiskoenigin-voellig-unverfroren/die-eiskoenigin/,1,2,1,0
10000142,Disney,disney,Toy Story,de-de,audio-play,stock,d0693df9-00d5-4016-a5bf-aa954fafd07d,https://tonies.com/de-de/tonies/disney/toy-story/,1,1,1,0
10000143,Kinderliederzug,,Bitte alle einsteigen!,de-de,music,stock,,,1,2,1,0
10000145,Mein Lotta-Leben,,Alles voller Kaninchen,de-de,audio-book,stock,,,1,1,1,0
10000146,Minimusiker,minimusiker,Lieder für dich,de-de,music,stock,25de787b-da8d-4534-a354-5221e393cd64,https://tonies.com/de-de/tonies/minimusiker/lieder-fuer-dich/,1,1,1,0
10000147,Nola Note,,Nola Note auf musikalischer Weltreise 1,de-de,JAKO-O,stock,,,1,1,1,0
10000148,Der Traumzauberbaum,der-traumzauberbaum,Geschichtenlieder,de-de,audio-play-songs,stock,92c780e7-f5d0-4bae-b5c6-90c113b9494f,https://tonies.com/de-de/tonies/der-traumzauberbaum/geschichtenlieder/,1,2,1,0
10000149,Unser Sandmännchen,unser-sandmannchen,Abends im Walde,de-de,audio-play-songs,stock,45826563-3309-4f93-b436-1996f5d0c54d,https://tonies.com/de-de/tonies/unser-sandmaennchen/abends-im-walde/,1,1,0,0
10000150,Wieso? Weshalb? Warum? junior,wieso-weshalb-warum-junior-2,Die Feuerwehr/Die Rettungsfahrzeuge,de-de,audio-play-songs,stock,c1a70ce7-0b73-4569-a390-1875602a1bcd,https://tonies.com/de-de/tonies/wieso-weshalb-warum-junior-2/die-feuerwehr-die-rettungsfahrzeuge/,1,1,1,0
10000151,Wieso? Weshalb? Warum? junior,wieso-weshalb-warum-junior-2,Die Polizei,de-de,audio-play-songs,stock,070ab276-f6fc-4952-9720-004b9c2ff8bd,https://tonies.com/de-de/tonies/wieso-weshalb-warum-junior-2/die-polizei/,1,1,1,0
10000152,Frozen,disney-frozen,Frozen,en-gb,audio-play-songs,stock,d4762725-9012-4316-8b01-99fa6c3dc819,https://tonies.com/en-gb/tonies/disney-frozen/frozen/,1,1,1,0
10000153,Toy Story,toy-story-2,Toy Story,en-gb,audio-play-songs,stock,b782c73c-378d-4780-a1ff-2c51f784f14b,https://tonies.com/en-gb/tonies/disney-toy-story/toy-story/,1,2,1,0
10000154,Lieblings-Kinderlieder,,Reiselieder,de-de,music,stock,,,1,1,1,0
10000155,Lieblings-Klassiker,lieblings-klassiker,Eine Weihnachtsgeschichte und vier weitere Klassiker,de-de,audio-book,stock,3d90a3b8-74c3-4d81-85f0-dd46e5ebbd85,https://tonies.com/de-de/tonies/lieblings-klassiker/eine-weihnachtsgeschichte-und-vier-weitere-klassiker/,1,1,1,0
10000156,TKKG Junior,,Der rote Retter,de-de,audio-play,stock,,,1,1,1,0
10000157,Wickie,wickie,Tanz mit dem Wolf und sechs weitere Episoden,de-de,audio-play,stock,4deb87fa-9827-44ec-a47f-37ec82a020c6,https://tonies.com/de-de/tonies/wickie/tanz-mit-dem-wolf-und-sechs-weitere-episoden/,2,6,4,0
10000158,Die drei ???,die-drei-fragezeichen,Der Super-Papagei,de-de,audio-play,stock,659caea6-36b9-43c1-a38e-525d12383798,https://tonies.com/de-de/tonies/die-drei-fragezeichen/der-super-papagei/,4,9,6,0
10000160,Favourite Children’s Songs,,Animal Songs,en-gb,audio-play,stock,,,1,1,1,0
10000161,Favourite Classics,,Peter Pan and other classic stories,en-gb,audio-play,stock,,,1,1,1,0
10000165,TKKG Junior,,Giftige Schokolade,de-de,audio-play,stock,,,1,1,1,0
10000166,HOW AND WHY,,Whales and Dolphins / Secrets of the Deep Sea,en-gb,audio-play-educational,stock,,,1,0,0,0
10000168,Favourite Children’s Songs,,Sing-Along Songs,en-gb,music,stock,,,1,1,1,0
10000172,Favourite Children's Songs,favourite-children-s-songs,Travelling Songs,en-gb,audio-play,stock,8e84a3f6-e1f1-4913-9efd-64a0a3ed13cf,https://tonies.com/en-gb/tonies/favourite-children-s-songs/travelling-songs/,1,1,1,0
10000173,HOW AND WHY,,Space Travel / The Moon,en-gb,audio-play-educational,stock,,,1,1,1,0
10000174,Maya the Bee,maya-the-bee,The birth of Maya,en-gb,audio-play,stock,6ea8c325-ce5c-4ece-a68b-4252d121ada2,https://tonies.com/en-gb/tonies/maya-the-bee/the-birth-of-maya/,1,1,1,0
10000175,Kosmo und Klax,,Freundschaftsgeschichten,de-de,audio-book-songs,stock,,,1,1,1,0
10000195,Favourite Children's Songs,favourite-children-s-songs,A Christmas Carol and other classic stories,en-gb,audio-book,stock,dc3408c3-8c5d-42f6-a058-8d1dfb5380e5,https://tonies.com/en-gb/tonies/favourite-children-s-songs/a-christmas-carol/,1,1,1,0
10000196,Favourite Children’s Songs,,Bedtime Songs & Lullabies 2,en-gb,music,stock,,,1,1,1,0
10000197,Favourite Children’s Songs,,Counting Songs / Times,en-gb,music,stock,,,1,1,1,0
10000199,Sven van Thom,,Tanz den Spatz,de-de,music,stock,,,1,1,1,0
10000200,Lieblings-Klassiker,mes-classiques-preferes,Robinson Crusoe und vier weitere Klassiker,de-de,audio-play,stock,ff41d5f5-36fe-40b7-890c-2c7cbfbfc782,https://tonies.com/de-de/tonies/lieblings-klassiker/robinson-crusoe-und-vier-weitere-klassiker/,1,1,1,0
10000201,Favourite Classics,,Robinson Crusoe and other classic stories,en-gb,audio-book,stock,,,1,1,1,0
10000202,Benjamin Blümchen,benjamin-bluemchen,Die Märchennacht im Zoo,de-de,audio-play,stock,ee868e35-e0e8-44d5-8368-1655c0ce7096,https://tonies.com/de-de/tonies/benjamin-bluemchen/maerchennacht-im-zoo/,1,1,1,0
10000209,Mulan,disney-mulan,Mulan,de-de,audio-play-songs,stock,936418a2-dc36-461d-81ac-d4e5d650b82e,https://tonies.com/de-de/tonies/disney-mulan/mulan/,1,1,1,0
10000210,Disney,disney,Mulan,en-gb,audio-play-songs,stock,ef321c83-b494-4a4d-a63b-336a9febc720,https://tonies.com/en-gb/tonies/disney/mulan/,1,0,0,0
10000215,Geschichten vom Löwen,geschichten-vom-loewen,"Die Geschichte vom Löwen, der nicht schreiben konnte und zwei weitere Löwengeschichten",de-de,audio-book,stock,ce6dde0c-7644-497d-ba37-214098ae4806,https://tonies.com/de-de/tonies/geschichten-vom-loewen/die-geschichte-vom-loewen-der-nicht-schreiben-konnte/,1,1,1,0
10000223,"Weißt du eigentlich, wie lieb ich dich hab",weisst-du-eigentlich-wie-lieb-ich-dich-hab,"Weißt du eigentlich, wie lieb ich dich hab?",de-de,audio-book-songs,stock,afe9a3eb-e3a1-4124-b78c-271695458cc5,https://tonies.com/de-de/tonies/weisst-du-eigentlich-wie-lieb-ich-dich-hab/weisst-du-eigentlich-wie-lieb-ich-dich-hab/,1,1,1,0
10000225,Guess How Much I Love You,guess-how-much-i-love-you,Guess How Much I Love You,en-gb,audio-play-songs,stock,78e82d6a-bb4e-4616-9e77-d52ac2422a56,https://tonies.com/en-gb/tonies/guess-how-much-i-love-you/guess-how-much-i-love-you/,1,0,0,0
10000227,Maya The Bee,,The birth of Maya,en-gb,Audiobook,stock,,,1,0,0,0
10000228,Despicable Me,ich-einfach-unverbesserlich,The Junior Novel,en-gb,audio-book,stock,90d0622f-8fb9-4cbd-b38f-409567abe6a4,https://tonies.com/en-gb/tonies/despicable-me/the-junior-novel/,1,1,1,0
10000230,Lieblings-Kinderlieder,,Spiel- und Bewegungslieder 2,de-de,music,stock,,,1,1,1,0
10000231,Petzi,petzi,Drei Landratten bauen ein Schiff,de-de,audio-play,stock,1e64d690-554e-41d0-80cc-c994dcc6ce6f,https://tonies.com/de-de/tonies/petzi/drei-landratten-bauen-ein-schiff/,1,1,1,0
10000240,Rolf Zuckowski,rolf-zuckowski,Rolfs neue Vogelhochzeit,de-de,music,stock,18a1ba70-133f-4dfe-b17d-128ad86f5d0f,https://tonies.com/de-de/tonies/rolf-zuckowski/rolfs-neue-vogelhochzeit/,1,2,1,0
10000241,Thomas Müller,thomas-muller,Mein Weg zum Traumverein,de-de,audio-book,stock,301aef1e-8f5b-45d3-ad7b-72c2b91686a3,https://tonies.com/de-de/tonies/thomas-mueller/mein-weg-zum-traumverein/,1,1,1,0
10000244,Die Eule mit der Beule,die-eule-mit-der-beule,Liederalbum,de-de,music,stock,ebf0ce65-b60a-468f-92ce-45501713a736,https://tonies.com/de-de/tonies/die-eule-mit-der-beule/liederalbum/,1,1,1,0
10000245,Disney,disney,Cinderella,de-de,audio-play-songs,stock,9910e027-97fb-4312-81dd-9e0044a9ef4a,https://tonies.com/de-de/tonies/disney/cinderella/,1,2,0,0
10000246,Heavysaurus,heavysaurus,Rock'n Rarrr Music,de-de,music,stock,6e58e4b2-3afd-4f6f-bcb1-4924289baf5b,https://tonies.com/de-de/tonies/heavysaurus/rock-n-rarrr-music/,1,1,1,0
10000247,Pumuckl,pumuckl,Spuk in der Werkstatt/Das verkaufte Bett,de-de,audio-play,stock,5e42ada7-f19e-4b58-8e80-48adcaac8d77,https://tonies.com/de-de/tonies/pumuckl/spuk-in-der-werkstatt-das-verkaufte-bett/,1,1,1,0
10000248,Yakari,yakari,Best of Kleiner Donner,de-de,audio-play,stock,960ae3c8-3a47-4968-9d33-b7861e8193d0,https://tonies.com/de-de/tonies/yakari/best-of-kleiner-donner/,1,1,1,0
10000250,Cinderella,disney-cinderella,Cinderella,en-gb,audio-play-songs,stock,72199863-f304-4999-819a-327207686eb5,https://tonies.com/en-gb/tonies/disney-cinderella/cinderella/,1,1,1,0
10000251,Favourite Children’s Songs,,Playtime and Action Songs 2,en-gb,music,stock,,,1,1,1,0
10000252,Favourite Tales,favourite-tales,Puss in Boots and other fairy tales,en-gb,audio-book,stock,91a59dd3-b50e-42b0-b4c3-f739b8bde93d,https://tonies.com/en-gb/tonies/favourite-tales/puss-in-boots-and-other-fairy-tales/,1,1,1,0
10000254,Benjamin Blümchen,,Das Original-Hörspiel zum Kinofilm und Songs,de-de,audio-play-songs,stock,,,1,2,1,0
10000256,Greg's Tagebuch,greg-s-tagebuch,Von Idioten umzingelt,de-de,audio-play,stock,98ad6834-e5be-4c8b-95e4-204613ffa537,https://tonies.com/de-de/tonies/greg-s-tagebuch/von-idioten-umzingelt/,1,1,1,0
10000258,Lieblings-Meisterstücke,lieblings-meisterstuecke,Hänsel und Gretel,de-de,audio-play-songs,stock,44645d35-eb1f-4ec2-b68c-04f3dd172d32,https://tonies.com/de-de/tonies/lieblings-meisterstuecke/haensel-und-gretel/,1,1,1,0
10000259,Lieblings-Meisterstücke,lieblings-meisterstuecke,Die Zauberflöte,de-de,audio-play-songs,stock,8cb3942d-ab36-48ba-be36-cbd31bcb670e,https://tonies.com/de-de/tonies/lieblings-meisterstuecke/die-zauberfloete/,1,2,1,0
10000260,Disney,disney,Findet Nemo,de-de,audio-play,stock,38a17126-3f7a-4224-85c6-0fd313085fa7,https://tonies.com/de-de/tonies/disney/findet-nemo/,1,1,1,0
10000261,Eule findet den Beat,eule-findet-den-beat,Auf Europatour,de-de,audio-play-songs,stock,b0d7a702-708e-44c2-aea5-7f4ac804c5e1,https://tonies.com/de-de/tonies/eule-findet-den-beat/auf-europatour/,1,2,1,0
10000263,Lieblings-Kinderlieder,lieblings-kinderlieder,Europäische Kinderlieder,de-de,music,stock,d41e70e5-218c-4a50-aa30-b46cf1e15bef,https://tonies.com/de-de/tonies/lieblings-kinderlieder/europaeische-kinderlieder/,1,1,1,0
10000265,WAS IST WAS,was-ist-was,Pinguine/Tiere im Zoo,de-de,audio-play-educational,stock,e25190b3-3343-41eb-aba2-5f42ae4e269a,https://tonies.com/de-de/tonies/was-ist-was/pinguine-tiere-im-zoo/,1,1,1,0
10000266,Wieso? Weshalb? Warum? junior,wieso-weshalb-warum-junior-2,Der Wald,de-de,audio-play-songs,stock,7cf28044-9dda-40fa-a047-579d2ea6d579,https://tonies.com/de-de/tonies/wieso-weshalb-warum-junior-2/der-wald/,1,1,1,0
10000269,Disney,disney,Finding Nemo,en-gb,audio-play-songs,stock,a8efa096-8af8-468a-8d09-faf7bc148d0e,https://tonies.com/en-gb/tonies/disney/finding-nemo/,1,1,1,0
10000270,Favourite Children's Songs,favourite-children-s-songs,European Children's Songs,en-gb,music,stock,f89ef566-e3de-4f1a-aca4-93c9a53e0c65,https://tonies.com/en-gb/tonies/favourite-children-s-songs/european-childrens-songs/,1,1,1,0
10000271,Favourite Masterpieces,favourite-masterpieces,Hansel and Gretel,en-gb,audio-play-songs,stock,8fd0afbd-0c3c-4c29-b0e1-8573d88a2ca3,https://tonies.com/en-gb/tonies/favourite-masterpieces/hansel-and-gretel/,1,1,1,0
10000273,Peter Rabbit,peter-rabbit,The Peter Rabbit Collection,en-gb,audio-book,stock,92b11bf7-5357-430b-bd4c-df794c197263,https://tonies.com/en-gb/tonies/peter-rabbit/the-peter-rabbit-collection/,1,1,0,0
10000274,Fun with Spot,fun-with-spot,Spot's Fun with Friends,en-gb,audio-play,stock,a544565f-6670-4cdc-b8d3-e0a06ef02591,https://tonies.com/en-gb/tonies/fun-with-spot/spots-fun-with-friends/,1,1,1,0
10000275,Bakabu,bakabu,Beste Freunde,de-de,music,stock,3a729514-4c3f-45e3-9f79-5567c3fbb682,https://tonies.com/de-de/tonies/bakabu/beste-freunde/,1,1,1,0
10000278,Fredrik Vahle,fredrik-vahle,Zugabe,de-de,music,stock,33b3b806-d645-4a5d-92c5-760fc96eaf07,https://tonies.com/de-de/tonies/fredrik-vahle/zugabe/,1,1,1,0
10000279,Janosch,janosch,Als Tiger und Bär beinahe das Beste verpassten,de-de,audio-play,stock,2a61a15c-ee43-441f-a79b-860e45965f95,https://tonies.com/de-de/tonies/janosch/als-tiger-und-baer-beinahe-das-beste-verpassten/,1,1,1,0
10000283,Kasperli,kasperli,Es hät en Dieb im Zoo! / D Insle vom Pirat Ohnibart,de-de,audio-play,stock,063fb104-d79a-4e4d-99ab-632bc7ef7f7c,https://tonies.com/de-de/tonies/kasperli/im-zoo-pirat-ohnibart/,1,8,8,0
10000285,Disney,disney,Die Monster AG,de-de,audio-play,stock,815f099f-ba36-4c5b-a990-d6a8d711c803,https://tonies.com/de-de/tonies/disney/die-monster-ag/,1,1,1,0
10000287,Kai Lüftners Kürbiskopp,kai-lueftners-kuerbiskopp,Ein musikalisches Roadmovie,de-de,audio-book-songs,stock,3a2c2194-55d3-4c1e-a55e-ad232e84394a,https://tonies.com/de-de/tonies/kai-lueftners-kuerbiskopp/ein-musikalisches-roadmovie/,1,1,1,0
10000289,Lieblings-Kinderlieder,lieblings-kinderlieder,Halloween & Spuk,de-de,music,stock,3bae4615-455b-4af0-b7d4-1896ada14cff,https://tonies.com/de-de/tonies/lieblings-kinderlieder/halloween-und-spuk/,1,2,1,0
10000291,WAS IST WAS Junior,was-ist-was-junior,Bauernhof,de-de,audio-play-songs,stock,da90bbbd-fd0c-4c4c-bcb8-7c2c4f9afd15,https://tonies.com/de-de/tonies/was-ist-was-junior/bauernhof/,1,1,1,0
